timestamp,gender,age,enrolled_college,region,work_hours_week,personal_income,household_income,Are you or your family eligible for SNAP benefits or any governmental assistance program?,education_level,gpa_range,physical_activity_freq,dietary_style,food_thoughts_daily,fies_q1,fies_q2,fies_q3,fies_q4,fies_q5,fies_q6,fies_q7,fies_q8,rs_q1,rs_q2,rs_q3,rs_q4,rs_q5,rs_q6,smm_q1,smm_q2,smm_q3,smm_q4,smm_q5,smm_q6,smm_q7,smm_q8,pss_q1,pss_q2,pss_q3,pss_q4,pss_q5,pss_q6,pss_q7,pss_q8,pss_q9,pss_q10,k10_q1,k10_q2,k10_q3,k10_q4,k10_q5,k10_q6,exercise_days_week,breakfast_freq,whole_grains_freq,dairy_freq,caffeine_freq,fruits_freq,nuts_freq,rice_pasta_freq,meat_freq,leafy_veg_freq,beans_freq,fish_freq,fast_food_freq,multivitamin_freq,fish_oil_freq,fies_score,fies_level,resilience_score,RS_level,smm_score,smm_level,k10_score,k10_level
2022-09-13 15:44:58.274,Female,22-29,Yes,North America/Central America,11-20 hours,"$10,000 to $19,999","$100,000 to $149,999",No,"2 or 4 Years of College Degree (AA, BA, BS)",3.7-4.0,6-7 times,I don’t follow a specific diet,0-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,2.0,0.0,2.0,1.0,Sometimes,Almost never,Fairly often,Fairly Often,Sometimes,Almost never,Sometimes,Sometimes,Sometimes,Sometimes,3.0,2.864229765013055,3.0,2.776141384388807,2.0,2.8990066225165565,6-7 times,6 or 7 times,5 times or more,5 times or more,5 times or more,5 times or more,3 times,4 times,5 times or more,5 times or more,3 times,2.0,3.0,0.0,0.0,0.0,High food security,19.0,Normal resilience,13.0,Likely to have a moderate effect,16.539377771918417,Moderate psychological distress
2022-09-13 16:00:39.558,Male,18-22,Yes,North America/Central America,Less than 10 hours,"4,999 to $9,999","$100,000 to $149,999",Not sure,High School,3.4-3.69,6-7 times,Western Diet,4-7,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,Sometimes,Sometimes,Sometimes,Sometimes,,Sometimes,Sometimes,Sometimes,Sometimes,Almost never,3.0,3.0,2.0,2.776141384388807,2.0,2.8990066225165565,6-7 times,6 or 7 times,5 times or more,5 times or more,1 time,3 times,3 times,2 times,5 times or more,3 times,2 times,1.0,1.0,1.0,1.0,4.0,Low food security,20.0,Normal resilience,15.0,Likely to have a moderate effect,15.675148006905363,Moderate psychological distress
2022-09-13 16:02:38.343,Female,18-22,Yes,North America/Central America,Less than 10 hours,"$1 to $4,999","$100,000 to $149,999",Yes,High School,3.7-4.0,5 times,Western Diet,4-7,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Very often,Very often,Very often,Sometimes,Sometimes,Fairly often,Fairly Often,Almost never,Fairly Often,Fairly often,4.0,3.0,4.0,3.0,3.0,3.0,5 times,3 times,2 times,5 times or more,3 times,2 times,2 times,3 times,4 times,2 times,Never,2.0,1.0,0.0,0.0,4.0,Low food security,13.0,Low resilience,8.0,Likely to have a debilitating effect,20.0,Severe psychological distress
2022-09-13 16:04:48.726,Female,18-22,Yes,North America/Central America,Less than 10 hours,"4,999 to $9,999","$250,000 or more",No,High School,3.4-3.69,3 times,Western Diet,8-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,Fairly often,Very often,Very often,Sometimes,Sometimes,Fairly often,Sometimes,Almost never,Very Often,Very often,4.0,2.0,2.0,2.776141384388807,3.0,3.0,3 times,6 or 7 times,5 times or more,5 times or more,5 times or more,3 times,3 times,5 times or more,5 times or more,5 times or more,2 times,0.0,3.0,0.0,0.0,0.0,High food security,12.0,Low resilience,15.0,Likely to have a moderate effect,16.776141384388808,Moderate psychological distress
2022-09-13 16:06:21.767,Female,18-22,Yes,North America/Central America,11-20 hours,"$1 to $4,999","$70,000 to $79,999",No,High School,3.4-3.69,2 times,I don’t follow a specific diet,4-7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,5.0,5.0,1.0,3.0,0.0,3.0,1.0,0.0,2.0,1.0,Sometimes,Sometimes,Fairly often,Sometimes,Sometimes,Almost never,Fairly Often,Fairly Often,Almost never,Almost never,3.0,2.864229765013055,4.0,2.0,3.0,4.0,1 time,4 times,4 times,3 times,4 times,4 times,1 time,4 times,4 times,2 times,2 times,2.0,2.0,2.0,0.0,1.0,High food security,26.0,High resilience,11.0,Likely to have a moderate effect,18.864229765013057,Severe psychological distress
2022-09-13 16:08:56.251,Female,18-22,Yes,North America/Central America,11-20 hours,"4,999 to $9,999","$250,000 or more",No,"2 or 4 Years of College Degree (AA, BA, BS)",3.7-4.0,4 times,I don’t follow a specific diet,0-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,Sometimes,Almost never,Fairly often,Fairly Often,Fairly Often,Sometimes,Sometimes,Fairly Often,Sometimes,Never,3.2295719844357977,2.864229765013055,3.2310838445807772,2.776141384388807,3.1576200417536535,2.8990066225165565,4 times,3 times,5 times or more,Never,5 times or more,5 times or more,3 times,3 times,3 times,4 times,2 times,0.0,2.0,0.0,0.0,0.0,High food security,14.0,Normal resilience,5.0,Likely to have a debilitating effect,18.157653642688643,Severe psychological distress
2022-09-13 16:22:13.549,Female,18-22,Yes,North America/Central America,Not applicable,Prefer not to answer,"$80,000 to $89,999",No,High School,3.7-4.0,3 times,I don’t follow a specific diet,0-3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,5.0,4.0,5.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,Almost never,Sometimes,Sometimes,Fairly Often,Sometimes,Almost never,Fairly Often,Fairly Often,Sometimes,Sometimes,3.0,2.864229765013055,3.0,2.776141384388807,3.1576200417536535,2.8990066225165565,4 times,2 times,3 times,5 times or more,1 time,4 times,Never,3 times,5 times or more,Never,Never,1.0,0.0,0.0,0.0,1.0,High food security,27.0,High resilience,17.0,Likely to have a moderate effect,17.69699781367207,Out of range
2022-09-13 16:30:49.862,Female,18-22,Yes,North America/Central America,I work seasonally,"$1 to $4,999","$250,000 or more",Not sure,"2 or 4 Years of College Degree (AA, BA, BS)",3.4-3.69,6-7 times,pescatarian ,4-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,2.0,Fairly often,Sometimes,Very often,Sometimes,Almost never,Almost never,Sometimes,Sometimes,Very Often,Fairly often,4.0,2.0,4.0,2.0,3.0,2.8990066225165565,5 times,3 times,4 times,4 times,5 times or more,4 times,1 time,3 times,Never,4 times,3 times,1.0,0.0,0.0,0.0,0.0,High food security,21.0,Normal resilience,11.0,Likely to have a moderate effect,17.899006622516556,Out of range
2022-09-13 16:52:28.692,Female,18-22,Yes,North America/Central America,11-20 hours,"4,999 to $9,999","$100,000 to $149,999",No,"2 or 4 Years of College Degree (AA, BA, BS)",3.7-4.0,3 times,I don’t follow a specific diet,4-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,3.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,Sometimes,Almost never,Sometimes,Fairly Often,Fairly Often,Almost never,Fairly Often,Fairly Often,Almost never,Almost never,3.0,2.864229765013055,2.0,2.776141384388807,2.0,2.8990066225165565,3 times,6 or 7 times,3 times,4 times,5 times or more,5 times or more,3 times,2 times,3 times,2 times,2 times,0.0,1.0,3.0,0.0,0.0,High food security,21.0,Normal resilience,9.0,Likely to have a debilitating effect,15.539377771918417,Moderate psychological distress
2022-09-13 16:58:30.372,Male,18-22,Yes,North America/Central America,I work seasonally,"4,999 to $9,999","$70,000 to $79,999",No,"2 or 4 Years of College Degree (AA, BA, BS)",3.4-3.69,4 times,I don’t follow a specific diet,4-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,5.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,Sometimes,Fairly often,Fairly often,Sometimes,Almost never,Sometimes,Fairly Often,Fairly Often,Almost never,Almost never,3.0,2.0,4.0,3.0,3.0,2.8990066225165565,,2 times,3 times,2 times,Never,4 times,5 times or more,2 times,4 times,2 times,3 times,3.0,2.0,0.0,0.0,0.0,High food security,23.0,High resilience,15.0,Likely to have a moderate effect,17.899006622516556,Out of range
2022-09-13 17:22:49.018,Female,18-22,Yes,North America/Central America,11-20 hours,"4,999 to $9,999","$40,000 to $49,999",Yes,High School,3.0-3.39,3 times,I don’t follow a specific diet,4-7,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,Very often,Very often,Very often,Very often,Almost never,Very often,Never,Never,Very Often,Very often,5.0,4.0,3.0,3.0,3.0,4.0,1 time,4 times,1 time,5 times or more,1 time,3 times,Never,5 times or more,4 times,Never,3 times,0.0,3.0,4.0,0.0,6.0,Very low food security,17.0,Normal resilience,8.0,Likely to have a debilitating effect,22.0,Severe psychological distress
2022-09-13 17:46:44.843,Female,22-29,Yes,North America/Central America,11-20 hours,"$20,000 to 29,999","$20,000 to $29,999",No,"2 or 4 Years of College Degree (AA, BA, BS)",3.7-4.0,3 times,I don’t follow a specific diet,4-7,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Fairly often,Fairly often,Very often,Sometimes,Sometimes,Almost never,Almost never,Almost never,Almost never,Sometimes,3.0,2.864229765013055,4.0,2.776141384388807,3.0,2.8990066225165565,2 times,6 or 7 times,4 times,4 times,1 time,3 times,4 times,1 time,4 times,Never,1 time,0.0,2.0,0.0,0.0,5.0,Very low food security,14.0,Normal resilience,8.0,Likely to have a debilitating effect,18.539377771918417,Severe psychological distress
2022-09-13 17:46:56.722,Female,18-22,Yes,North America/Central America,Less than 10 hours,"$10,000 to $19,999","$80,000 to $89,999",No,High School,3.0-3.39,6-7 times,No preservatives ,4-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,4.0,3.0,2.0,0.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,Sometimes,Sometimes,Fairly often,Fairly Often,Sometimes,Fairly often,Sometimes,Fairly Often,Fairly Often,Sometimes,3.0,2.0,4.0,2.776141384388807,3.0,2.8990066225165565,6-7 times,6 or 7 times,Never,Never,5 times or more,5 times or more,2 times,3 times,5 times or more,5 times or more,Never,3.0,0.0,4.0,0.0,0.0,High food security,18.0,Normal resilience,13.0,Likely to have a moderate effect,17.675148006905363,Out of range
2022-09-13 18:03:26.094,Male,18-22,Yes,North America/Central America,11-20 hours,0,"$250,000 or more",Yes,High School,3.4-3.69,5 times,Western Diet,4-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,Almost never,Sometimes,Fairly often,Fairly Often,Sometimes,Almost never,Sometimes,Sometimes,Sometimes,Sometimes,3.0,2.864229765013055,3.0,2.776141384388807,2.0,2.8990066225165565,5 times,4 times,5 times or more,5 times or more,1 time,5 times or more,2 times,5 times or more,5 times or more,5 times or more,2 times,0.0,2.0,0.0,0.0,0.0,High food security,23.0,High resilience,18.0,Likely to have a moderate effect,16.539377771918417,Moderate psychological distress
2022-09-13 19:28:48.533,Female,18-22,Yes,North America/Central America,11-20 hours,"$1 to $4,999","$150,000 to $249,999",No,High School,3.0-3.39,3 times,Vegetarian,4-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,Almost never,Fairly often,Sometimes,Fairly Often,Fairly Often,Fairly often,Fairly Often,Fairly Often,Almost never,Sometimes,2.0,2.864229765013055,3.0,2.0,3.1576200417536535,2.8990066225165565,5 times,6 or 7 times,2 times,2 times,5 times or more,3 times,2 times,3 times,Never,4 times,3 times,0.0,2.0,0.0,0.0,0.0,High food security,19.0,Normal resilience,14.0,Likely to have a moderate effect,15.920856429283265,Moderate psychological distress
2022-09-13 19:37:39.672,Female,18-22,Yes,North America/Central America,11-20 hours,"$1 to $4,999","$30,000 to $39,999",No,High School,2.7-2.99,2 times,Western Diet,4-7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,Fairly often,Fairly often,Sometimes,Sometimes,Fairly Often,Fairly often,Sometimes,Almost never,Sometimes,Sometimes,5.0,5.0,5.0,4.0,4.0,3.0,2 times,2 times,1 time,1 time,4 times,4 times,1 time,3 times,3 times,1 time,1 time,2.0,4.0,0.0,0.0,3.0,Low food security,12.0,Low resilience,16.0,Likely to have a moderate effect,26.0,Severe psychological distress
2022-09-13 20:42:23.649,Male,18-22,Yes,North America/Central America,Less than 10 hours,"$1 to $4,999","$150,000 to $249,999",No,High School,3.7-4.0,5 times,Western Diet,4-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,1.0,4.0,4.0,1.0,2.0,4.0,Almost never,Almost never,Very often,Very often,Sometimes,Fairly often,Very often,Very often,Almost never,Very often,4.0,2.864229765013055,3.0,2.0,3.0,2.8990066225165565,5 times,Never,1 time,2 times,2 times,3 times,Never,3 times,3 times,2 times,Never,0.0,1.0,0.0,0.0,0.0,High food security,22.0,High resilience,23.0,Likely to have an enhancing effect,17.763236387529613,Out of range
2022-09-13 21:06:30.165,Female,18-22,Yes,North America/Central America,31-40 hours,"30,000 to 49,999","$100,000 to $149,999",No,"2 or 4 Years of College Degree (AA, BA, BS)",3.0-3.39,2 times,Western Diet,4-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,Sometimes,Fairly often,Fairly often,Sometimes,Sometimes,Almost never,Fairly Often,Sometimes,Sometimes,Fairly often,3.0,3.0,4.0,4.0,4.0,3.0,2 times,Never,3 times,4 times,5 times or more,3 times,1 time,3 times,4 times,2 times,Never,0.0,3.0,0.0,0.0,0.0,High food security,30.0,High resilience,12.0,Likely to have a moderate effect,21.0,Severe psychological distress
2022-09-13 21:09:21.602,Female,18-22,Yes,North America/Central America,I work seasonally,"$1 to $4,999","$60,000 to $69,999",No,High School,Not applicable,5 times,Vegetarian,4-7,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,3.0,4.0,4.0,4.0,4.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,Sometimes,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Never,Fairly Often,Very often,4.0,3.0,3.0,2.776141384388807,3.0,3.0,4 times,4 times,2 times,4 times,3 times,2 times,3 times,3 times,Never,3 times,3 times,0.0,1.0,0.0,0.0,2.0,Low food security,24.0,High resilience,16.0,Likely to have a moderate effect,18.776141384388808,Severe psychological distress
2022-09-13 21:12:30.706,Female,18-22,No,North America/Central America,Not applicable,"4,999 to $9,999","$100,000 to $149,999",No,"2 or 4 Years of College Degree (AA, BA, BS)",3.4-3.69,5 times,I don’t follow a specific diet,0-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,2.0,3.0,3.0,4.0,Almost never,Sometimes,Fairly often,Sometimes,Sometimes,Almost never,Sometimes,Almost never,Sometimes,Sometimes,3.0,2.864229765013055,3.0,4.0,2.0,4.0,4 times,4 times,4 times,5 times or more,2 times,4 times,4 times,3 times,2 times,Never,3 times,1.0,4.0,0.0,4.0,0.0,High food security,20.0,Normal resilience,14.0,Likely to have a moderate effect,18.864229765013057,Severe psychological distress
2022-09-13 21:45:47.916,Female,18-22,Yes,North America/Central America,I work seasonally,"$1 to $4,999","$250,000 or more",No,"2 or 4 Years of College Degree (AA, BA, BS)",3.0-3.39,5 times,Vegetarian,4-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Sometimes,Almost never,Fairly often,Very often,Very often,Never,Fairly Often,Fairly Often,Sometimes,Almost never,3.0,2.864229765013055,3.2310838445807772,2.776141384388807,3.1576200417536535,2.8990066225165565,4 times,6 or 7 times,3 times,1 time,4 times,3 times,2 times,1 time,Never,2 times,1 time,3.0,3.0,0.0,0.0,0.0,High food security,29.0,High resilience,32.0,Likely to have an enhancing effect,17.928081658252847,Out of range
2022-09-13 21:48:30.844,Female,18-22,Yes,North America/Central America,Less than 10 hours,"4,999 to $9,999","$250,000 or more",No,High School,3.4-3.69,6-7 times,dairy and gluten free high protein ,8-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,Almost never,Sometimes,Fairly often,Very often,Very often,Almost never,Very often,Very often,Sometimes,Almost never,2.0,2.864229765013055,3.0,2.776141384388807,2.0,2.8990066225165565,6-7 times,6 or 7 times,5 times or more,Never,5 times or more,5 times or more,5 times or more,5 times or more,5 times or more,5 times or more,4 times,1.0,0.0,0.0,0.0,0.0,High food security,21.0,Normal resilience,18.0,Likely to have a moderate effect,15.539377771918417,Moderate psychological distress
2022-09-13 22:03:36.480,Female,22-29,Yes,North America/Central America,I work seasonally,Prefer not to answer,"$250,000 or more",No,"2 or 4 Years of College Degree (AA, BA, BS)",3.4-3.69,3 times,I don’t follow a specific diet,4-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,4.0,1.0,2.0,1.0,0.0,2.0,2.0,Fairly often,Fairly often,Very often,Sometimes,Sometimes,Fairly often,Fairly Often,Fairly Often,Fairly Often,Almost never,4.0,2.0,3.0,2.0,3.0,2.8990066225165565,3 times,1 time,2 times,4 times,5 times or more,1 time,Never,1 time,5 times or more,4 times,Never,2.0,1.0,0.0,0.0,0.0,High food security,16.0,Normal resilience,15.0,Likely to have a moderate effect,16.899006622516556,Moderate psychological distress
2022-09-13 23:16:33.439,Female,50 and older,No,North America/Central America,31-40 hours,"$100,000 or greater","$250,000 or more",No,"2 or 4 Years of College Degree (AA, BA, BS)",Not applicable,6-7 times,I don’t follow a specific diet,4-7,0.0,0.0,0.0,,0.0,0.0,,0.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,Almost never,Almost never,Fairly often,Fairly Often,Sometimes,Almost never,Fairly Often,Sometimes,Sometimes,Almost never,3.0,2.864229765013055,3.0,2.776141384388807,3.1576200417536535,2.8990066225165565,5 times,4 times,5 times or more,4 times,3 times,5 times or more,5 times or more,3 times,5 times or more,3 times,2 times,3.0,4.0,2.0,0.0,0.0,High food security,23.0,High resilience,10.0,Likely to have a debilitating effect,17.69699781367207,Out of range
2022-09-14 07:58:44.649,Female,18-22,Yes,North America/Central America,11-20 hours,"$1 to $4,999","$70,000 to $79,999",No,High School,3.4-3.69,5 times,I don’t follow a specific diet,0-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,2.0,Fairly often,Sometimes,Fairly often,Sometimes,Almost never,Almost never,Sometimes,Sometimes,Sometimes,Sometimes,3.0,2.864229765013055,3.0,4.0,3.0,2.0,4 times,2 times,1 time,5 times or more,5 times or more,2 times,1 time,1 time,5 times or more,5 times or more,Never,1.0,1.0,0.0,0.0,0.0,High food security,21.0,Normal resilience,20.0,Likely to have a moderate effect,17.864229765013057,Out of range
2022-09-14 08:21:32.777,Male,18-22,Yes,North America/Central America,I work seasonally,"$1 to $4,999","$60,000 to $69,999",Not sure,"2 or 4 Years of College Degree (AA, BA, BS)",3.7-4.0,3 times,Western Diet,0-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,Almost never,Almost never,Sometimes,Sometimes,Fairly Often,Almost never,Fairly Often,Fairly Often,Sometimes,Almost never,3.0,2.0,3.0,2.776141384388807,2.0,2.8990066225165565,3 times,6 or 7 times,2 times,2 times,3 times,4 times,1 time,2 times,4 times,1 time,3 times,0.0,1.0,0.0,0.0,0.0,High food security,16.0,Normal resilience,12.0,Likely to have a moderate effect,15.675148006905363,Moderate psychological distress
2022-09-14 10:57:35.909,Female,18-22,Yes,North America/Central America,Less than 10 hours,"4,999 to $9,999","$90,000 to $99,999",No,High School,3.0-3.39,3 times,I don’t follow a specific diet,0-3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,1.0,4.0,0.0,1.0,4.0,3.0,Fairly often,Fairly often,Very often,Very often,Sometimes,Very often,Sometimes,Fairly Often,Fairly Often,Very often,5.0,4.0,5.0,5.0,3.0,2.0,4 times,6 or 7 times,5 times or more,Never,5 times or more,3 times,3 times,3 times,5 times or more,4 times,2 times,2.0,0.0,2.0,0.0,2.0,Low food security,17.0,Normal resilience,20.0,Likely to have a moderate effect,24.0,Severe psychological distress
2022-09-14 11:16:06.694,Female,18-22,Yes,North America/Central America,11-20 hours,"$1 to $4,999","$30,000 to $39,999",Yes,"2 or 4 Years of College Degree (AA, BA, BS)",3.4-3.69,,I don’t follow a specific diet,0-3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,3.0,Fairly often,Sometimes,Fairly often,Sometimes,Almost never,Sometimes,Fairly Often,Sometimes,Fairly Often,Sometimes,4.0,4.0,3.0,2.0,3.0,3.0,,2 times,2 times,Never,Never,2 times,3 times,5 times or more,3 times,4 times,1 time,0.0,1.0,3.0,0.0,2.0,Low food security,13.0,Low resilience,18.0,Likely to have a moderate effect,19.0,Severe psychological distress
2022-09-14 12:10:07.764,Female,18-22,Yes,North America/Central America,21 to 30 hours,"$20,000 to 29,999","$30,000 to $39,999",No,High School,3.7-4.0,2 times,Vegetarian,12+,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,5.0,1.0,3.0,3.0,3.0,4.0,0.0,4.0,0.0,3.0,1.0,0.0,1.0,0.0,Very often,Sometimes,Very often,Very often,Sometimes,Sometimes,Never,Sometimes,Very Often,Very often,3.0,3.0,5.0,4.0,4.0,4.0,2 times,1 time,5 times or more,5 times or more,5 times or more,2 times,1 time,5 times or more,Never,3 times,3 times,0.0,3.0,2.0,0.0,6.0,Very low food security,19.0,Normal resilience,9.0,Likely to have a debilitating effect,23.0,Severe psychological distress
2022-09-14 12:42:53.800,Female,18-22,Yes,North America/Central America,Less than 10 hours,"$1 to $4,999",,No,High School,3.4-3.69,5 times,Vegetarian,12+,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,Sometimes,Sometimes,Sometimes,Very often,Fairly Often,Sometimes,Sometimes,Sometimes,Fairly Often,Never,2.0,2.864229765013055,4.0,2.776141384388807,2.0,2.8990066225165565,5 times,6 or 7 times,3 times,3 times,Never,5 times or more,3 times,3 times,Never,5 times or more,4 times,1.0,0.0,0.0,0.0,0.0,High food security,19.0,Normal resilience,8.0,Likely to have a debilitating effect,16.539377771918417,Moderate psychological distress
2022-09-14 15:38:32.799,Female,18-22,Yes,North America/Central America,21 to 30 hours,"4,999 to $9,999","$90,000 to $99,999",Not sure,High School,3.0-3.39,4 times,I don’t follow a specific diet,8-11,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,1.7184014869888475,3.0,Fairly often,Sometimes,Very often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Fairly often,4.0,4.0,4.0,4.0,4.0,2.0,2 times,3 times,1 time,4 times,5 times or more,4 times,2 times,5 times or more,4 times,4 times,1 time,3.0,3.0,1.0,0.0,7.0,Very low food security,15.0,Normal resilience,17.718401486988846,Likely to have a moderate effect,22.0,Severe psychological distress
2022-09-14 18:25:40.128,Male,18-22,Yes,North America/Central America,11-20 hours,"$1 to $4,999","$50,000 to $59,999",Yes,High School,3.7-4.0,,Western Diet,8-11,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,4.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,Fairly often,Very often,Sometimes,Fairly Often,Very often,Sometimes,Fairly Often,Sometimes,Sometimes,Fairly often,2.0,3.0,4.0,2.0,4.0,2.0,2 times,3 times,3 times,,2 times,4 times,2 times,3 times,3 times,2 times,2 times,1.0,4.0,3.0,3.0,3.0,Low food security,14.0,Normal resilience,13.0,Likely to have a moderate effect,17.0,Moderate psychological distress
2022-09-14 20:27:38.795,Male,18-22,Yes,North America/Central America,Not applicable,"$1 to $4,999","$250,000 or more",No,High School,3.7-4.0,5 times,Western Diet,4-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,Sometimes,Almost never,Almost never,Very often,Fairly Often,Never,Fairly Often,Very often,Never,Never,2.0,2.864229765013055,3.0,2.776141384388807,3.1576200417536535,2.8990066225165565,2 times,1 time,5 times or more,3 times,1 time,2 times,Never,5 times or more,5 times or more,4 times,1 time,0.0,4.0,0.0,0.0,0.0,High food security,30.0,High resilience,22.0,Likely to have an enhancing effect,16.69699781367207,Moderate psychological distress
2022-09-14 20:33:27.833,Female,18-22,Yes,North America/Central America,Not applicable,"$1 to $4,999","$100,000 to $149,999",Yes,High School,3.7-4.0,3 times,Vegetarian,4-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,0.0,3.0,1.0,1.0,3.0,2.0,Sometimes,Sometimes,Sometimes,Very often,Sometimes,Almost never,Fairly Often,Fairly Often,Almost never,Never,3.0,2.0,3.0,2.776141384388807,3.1576200417536535,2.0,3 times,6 or 7 times,5 times or more,5 times or more,4 times,4 times,4 times,2 times,Never,3 times,1 time,0.0,4.0,0.0,0.0,0.0,High food security,24.0,High resilience,17.0,Likely to have a moderate effect,15.93376142614246,Moderate psychological distress
